鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
民雄鄉,房地(土地+建物),嘉義縣民雄鄉社溝路31~60號,1943.0,,特定農業區,丁種建築用地,1080704,土地1建物1車位0,一層,一層,工廠,工業用,鐵造,0621115,250.51,0,0,0,無,無,20570000,,,0.0,0,,RPVNMLQJQHOFFCQ77CA
大林鎮,房地(土地+建物),嘉義縣大林鎮中坑里大埔美園區十六路1~30號,171.72,,工業區,丁種建築用地,1080612,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1070904,145.61,4,1,3,有,無,7400000,50821,,0.0,0,,RPSNMLPLPHOFFCQ47CA
大林鎮,房地(土地+建物),嘉義縣大林鎮中坑里大埔美園區十六路1~30號,173.65,,工業區,丁種建築用地,1080529,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1070904,147.18,4,1,3,有,無,8500000,57752,,0.0,0,本件買賣包含室內家俱及裝潢,RPPNMLMLPHOFFCQ86CA
大林鎮,房地(土地+建物),嘉義縣大林鎮中坑里大埔美園區十六路1~30號,173.65,,工業區,丁種建築用地,1080520,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1070904,147.18,4,1,3,有,無,7400000,50279,,0.0,0,,RPQNMLMLPHOFFCQ96CA
義竹鄉,土地,義竹段481~510地號,4.5,,鄉村區,乙種建築用地,1080702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59400,13200,,0.0,0,畸零地或有合併使用之交易。;,RPVNMLQKPHOFFBQ67CA
義竹鄉,房地(土地+建物),嘉義縣義竹鄉義竹91~120號,97.0,,鄉村區,乙種建築用地,1080516,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0690412,124.06,6,1,2,有,無,3000000,24182,,0.0,0,,RPSNMLQKPHOFFBQ37CA
義竹鄉,土地,過路子段181~210地號,3545.0,,一般農業區,農牧用地,1080701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1205300,340,,0.0,0,,RPUNMLRKPHOFFBQ67CA
朴子市,房地(土地+建物),嘉義縣朴子市朴子五路1~30號,15.32,住,,,1080708,土地1建物1車位0,三層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0920214,36.019999999999996,1,0,1,有,無,730000,20267,,0.0,0,,RPPNMLTKPHOFFBQ37CA
朴子市,房地(土地+建物),嘉義縣朴子市仁和一路1~30號,247.49,住,,,1080626,土地12建物2車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1031024,295.25,6,2,5,有,有,16200000,54869,,0.0,0,,RPPNMLMLPHOFFBQ76CA
朴子市,土地,下竹圍段佳禾小段871~900地號,1781.0,,特定農業區,農牧用地,1080627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1424800,800,,0.0,0,本筆土地地勢低窪種植不易,RPWNMLNLPHOFFBQ57CA
