行政區,縣市,鄉鎮市,建物區段門牌,交易標的,土地坪數,交易年月日,交易年,建築完成年月,完成年,屋齡,型態,主要用途,主要建材,面積坪數,管理,房價,單價元平方公尺,車位類別,車位,車位移轉總面積平方公尺,車位總價元,備註
高雄市三民區,高雄市,三民區,三民區興昌街1~30號,房地(土地+建物),8.206825,1080608,108,830309,83,25,住宅大樓,住商用,鋼筋混凝土造,59.401925,有,9090000,46290,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市三民區,高雄市,三民區,三民區九如一路421~450號,房地(土地+建物),22.980925,1080609,108,680816,68,40,透天厝,,鋼筋混凝土造,60.742,無,17000000,84661,,無車位,0,0,含增建或未登記建物。;
高雄市三民區,高雄市,三民區,三民區民族一路680巷43弄1~30號,房地(土地+建物),41.14,1080701,108,851011,85,23,透天厝,住家用,鋼筋混凝土造,65.3521,無,12600000,58323,,無車位,0,0,1.辦理過戶之相關稅費均由買方支付
高雄市三民區,高雄市,三民區,三民區臥龍路91~120號,房地(土地+建物),12.54165,1080625,108,781127,78,30,華廈,,鋼筋混凝土造,66.3564,有,13500000,61543,,無車位,0,0,
高雄市三民區,高雄市,三民區,三民區大豐一路331~360號,房地(土地+建物),12.16655,1080522,108,830909,83,25,華廈,住家用,鋼筋混凝土造,73.3018,有,8800000,36316,,無車位,0,0,
高雄市三民區,高雄市,三民區,三民區黃興路61~90號,房地(土地+建物),10.935375,1080618,108,1030826,103,5,住宅大樓,住家用,鋼筋混凝土造,77.164725,有,16600000,65075,,無車位,0,0,
高雄市三民區,高雄市,三民區,三民區覺民路481~510號,房地(土地+建物),16.858325,1080626,108,730921,73,35,公寓,,鋼筋混凝土造,100.802075,無,29000000,87027,,無車位,0,0,含增建或未登記建物。;本合約含房屋租賃契約，本買賣標的物之夾層部分曾發生非自然身故情形
高雄市大社區,高雄市,大社區,大社區翠屏路84巷31~60號,房地(土地+建物),1.95415,1080705,108,830128,83,25,住宅大樓,住家用,鋼筋混凝土造,12.2331,有,800000,19782,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區三民路121~150號,房地(土地+建物),30.09875,1080619,108,650601,65,43,透天厝,住商用,鋼筋混凝土造,19.72905,無,6000000,91996,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區金龍路151~180號,房地(土地+建物),31.46,1080629,108,680716,68,40,透天厝,住家用,加強磚造,25.54915,無,7000000,82879,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區三民路338巷1~30號,房地(土地+建物),20.8725,1080624,108,670625,67,41,透天厝,住商用,加強磚造,28.0357,無,5860000,63228,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區新生街61~90號,房地(土地+建物),6.84255,1080708,108,820526,82,26,華廈,住家用,鋼筋混凝土造,36.006575,有,3500000,29404,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區翠屏路84巷61~90號,房地(土地+建物),5.86245,1080614,108,830128,83,25,住宅大樓,住家用,鋼筋混凝土造,36.5541,有,3500000,28964,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區文信街91~120號,房地(土地+建物),22.385,1080616,108,790510,79,29,透天厝,住家用,鋼筋混凝土造,50.466075,無,6880000,41240,,無車位,0,0,
高雄市大社區,高雄市,大社區,大社區萬金路211~240號,房地(土地+建物),22.823625,1080705,108,831117,83,25,透天厝,住家用,鋼筋混凝土造,53.1069,有,8300000,47277,,無車位,0,0,含增建或未登記建物。;
高雄市大社區,高雄市,大社區,大社區大社路1~30號,房地(土地+建物),97.7075,1071220,107,700929,70,37,透天厝,住商用,鋼筋混凝土造,151.634175,無,25880000,51629,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區中正路1~30號,房地(土地+建物)+車位,7.87105,1080708,108,840106,84,24,華廈,住商用,鋼筋混凝土造,45.52625,有,9800000,65116,坡道平面,有車位,0,100000,
高雄市大寮區,高雄市,大寮區,大寮區水源路51巷7弄1~30號,房地(土地+建物),14.2175,1080627,108,670402,67,41,透天厝,住家用,加強磚造,12.544675,無,1150000,27731,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路382巷61~90號,房地(土地+建物),10.5875,1080626,108,631007,63,45,透天厝,住商用,加強磚造,16.214,無,2500000,46642,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市大寮區,高雄市,大寮區,大寮區明德路美和十五巷1~30號,房地(土地+建物),32.3675,1080621,108,671020,67,41,透天厝,住家用,加強磚造,26.1723,無,6900000,79750,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區民族路363巷1~30號,房地(土地+建物),21.843525,1080625,108,631219,63,45,透天厝,住商用,加強磚造,27.3581,無,4000000,44228,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路105巷24弄61~90號,房地(土地+建物),6.143775,1080621,108,820402,82,26,華廈,住家用,鋼筋混凝土造,27.826975,有,2250000,24459,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區仁德路16巷1~30號,房地(土地+建物),3.56345,1080614,108,821231,82,26,住宅大樓,住家用,鋼筋混凝土造,31.4116,有,2500000,24076,,無車位,0,0,附贈廚具
高雄市大寮區,高雄市,大寮區,大寮區成功路91~120號,房地(土地+建物),3.917375,1080623,108,830621,83,25,住宅大樓,住家用,鋼筋混凝土造,33.36575,有,3200000,29012,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區內厝路271~300號,房地(土地+建物),5.006375,1080619,108,830205,83,25,住宅大樓,住家用,鋼筋混凝土造,38.396325,無,2550000,20090,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路105巷17弄1~30號,房地(土地+建物),7.759125,1080523,108,861008,86,22,華廈,住家用,鋼筋混凝土造,39.53675,無,2900000,22188,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市大寮區,高雄市,大寮區,大寮區內坑路151~180號,房地(土地+建物),4.238025,1080630,108,870225,87,21,住宅大樓,住家用,鋼筋混凝土造,40.568275,有,2650000,19760,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區仁德路16巷30弄1~30號,房地(土地+建物),5.9411,1080616,108,821231,82,26,住宅大樓,住商用,鋼筋混凝土造,50.689925,有,4850000,28943,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區後庄里民強街61~90號,房地(土地+建物),27.01325,1080402,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,51.5581,無,10880000,63835,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區後庄里民強街61~90號,房地(土地+建物),27.584975,1080131,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,51.75775,無,11000000,64290,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區林厝路82巷31~60號,房地(土地+建物),30.476875,1080607,108,810213,81,27,透天厝,住家用,鋼筋混凝土造,52.514,無,6500000,37442,,無車位,0,0,有增建
高雄市大寮區,高雄市,大寮區,大寮區民族路375巷1~30號,房地(土地+建物),36.4815,1080615,108,1020820,102,6,透天厝,見其他登記事項,鋼筋混凝土造,54.08095,無,13000000,72715,,無車位,0,0,"附贈設備：流理台1具,瓦斯爐1具,抽油煙機1具,固定燈飾全部,太陽能一具"
高雄市大寮區,高雄市,大寮區,大寮區鳳林一路1~30號,房地(土地+建物),25.1075,1080624,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,55.9383,無,8200000,44343,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區大寮路564巷31~60號,房地(土地+建物),38.674625,1080602,108,940523,94,14,透天厝,住家用,鋼筋混凝土造,59.0238,無,7700000,39463,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區後庄里民強街61~90號,房地(土地+建物),20.57,1080521,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,60.4274,無,10500000,52563,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區永盛街31~60號,房地(土地+建物),22.81455,1080623,108,840125,84,24,透天厝,見使用執照,鋼筋混凝土造,62.977475,無,4500000,21615,,無車位,0,0,含增建或未登記建物。;
高雄市大寮區,高雄市,大寮區,大寮區鳳明路421~450號,房地(土地+建物),25.04095,1080512,108,1010502,101,7,透天厝,見其他登記事項,鋼筋混凝土造,64.647275,無,7160000,33503,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路161巷61~90號,房地(土地+建物),30.531325,1080329,108,1080429,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,65.542675,無,15500000,71537,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區後庄里民泰街121~150號,房地(土地+建物),25.047,1080202,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,66.3322,無,12000000,54725,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區後庄里民泰街121~150號,房地(土地+建物),33.0935,1080125,108,1080503,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,68.253075,無,12880000,57085,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路161巷62弄1~30號,房地(土地+建物),42.8582,1080310,108,1080429,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,68.4981,無,15820000,69864,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路161巷62弄1~30號,房地(土地+建物),43.33615,1080102,108,1080429,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,68.4981,無,15850000,69996,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區鳳林三路161巷62弄1~30號,房地(土地+建物),43.57815,1080131,108,1080429,108,0.5,透天厝,見其他登記事項,鋼筋混凝土造,68.4981,無,15800000,69776,,無車位,0,0,
高雄市大寮區,高雄市,大寮區,大寮區進學路2巷35弄1~30號,房地(土地+建物),30.5525,1080611,108,790615,79,29,透天厝,住家用,鋼筋混凝土造,85.1961,無,8900000,31601,,無車位,0,0,
高雄市大樹區,高雄市,大樹區,大樹區九大路686巷1~30號,房地(土地+建物)+車位,5.9411,1080611,108,841211,84,24,華廈,國民住宅,鋼筋混凝土造,39.721275,有,2900000,22085,一樓平面,有車位,0,0,
高雄市大樹區,高雄市,大樹區,大樹區蓬萊61~90號,房地(土地+建物),39.382475,1080619,108,701001,70,38,透天厝,住家用,鋼筋混凝土造,34.81775,無,2600000,22589,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區廈莊六街91~120號,房地(土地+建物)+車位,3.185325,1080612,108,1041002,104,4,住宅大樓,見其它登記事項,鋼筋混凝土造,37.271025,有,6000000,48697,坡道平面,有車位,0,0,附家電傢俱。
高雄市小港區,高雄市,小港區,小港區中鋼路61~90號,房地(土地+建物)+車位,7.04825,1080627,108,800805,80,28,套房,住家用,鋼筋混凝土造,39.164675,無,3850000,29737,坡道平面,有車位,0,0,
高雄市小港區,高雄市,小港區,小港區廈莊三街121~150號,房地(土地+建物)+車位,3.935525,1080610,108,1030407,103,5,住宅大樓,住家用,鋼筋混凝土造,44.14685,有,6580000,45087,坡道平面,有車位,0,0,
高雄市小港區,高雄市,小港區,小港區中安路901~930號,房地(土地+建物)+車位,7.498975,1080515,108,1031201,103,5,住宅大樓,住家用,鋼筋混凝土造,46.11915,有,7600000,49849,坡道平面,有車位,16.51,0,1. 面學校2. 含裝潢
高雄市小港區,高雄市,小港區,小港區宏平路421~450號,房地(土地+建物)+車位,3.1581,1080610,108,1031104,103,5,住宅大樓,住家用,鋼筋混凝土造,46.424675,有,7770000,50629,坡道平面,有車位,22.22,0,
高雄市小港區,高雄市,小港區,小港區中安路901~930號,房地(土地+建物)+車位,3.391025,1080616,108,830629,83,25,住宅大樓,見其它登記事項,鋼筋混凝土造,47.069,有,4280000,27506,坡道平面,有車位,0,0,
高雄市小港區,高雄市,小港區,小港區桂誠街1~30號,房地(土地+建物)+車位,3.923425,1080603,108,1051017,105,3,住宅大樓,見其它登記事項,鋼筋混凝土造,47.49855,有,5200000,33117,坡道平面,有車位,62.99,0,
高雄市小港區,高雄市,小港區,小港區敬業路61~90號,房地(土地+建物)+車位,7.91945,1080619,108,1050705,105,3,住宅大樓,見其它登記事項,鋼筋混凝土造,48.935425,無,7750000,47908,坡道平面,有車位,33.3,0,
高雄市小港區,高雄市,小港區,小港區大業北路421~450號,房地(土地+建物)+車位,7.619975,1080531,108,840629,84,24,住宅大樓,住家用,鋼筋混凝土造,53.025225,有,5890000,33601,坡道平面,有車位,0,0,含增建或未登記建物。;附家電傢俱。賣方已相當減價出售予買方，買方同意賣方對本買賣標的物無須負擔瑕疵擔保責任。
高雄市小港區,高雄市,小港區,小港區中鋼路61~90號,房地(土地+建物)+車位,5.938075,1080705,108,1040519,104,4,住宅大樓,見其它登記事項,鋼筋混凝土造,53.097825,無,7090000,40392,坡道平面,有車位,28.58,0,
高雄市小港區,高雄市,小港區,小港區鳳德街151~180號,房地(土地+建物)+車位,7.874075,1080603,108,831224,83,25,華廈,住家用,鋼筋混凝土造,40.5229,有,4000000,29860,坡道機械,有車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市小港區,高雄市,小港區,小港區店北路68巷1~30號,房地(土地+建物),3.977875,1080712,108,710804,71,37,公寓,,鋼筋混凝土造,12.084875,無,1200000,30038,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區宮田街1~30號,房地(土地+建物),5.445,1080628,108,700507,70,38,公寓,,鋼筋混凝土造,20.73335,無,1900000,27721,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區民益路91~120號,房地(土地+建物),10.415075,1080701,108,690116,69,39,公寓,,鋼筋混凝土造,26.9709,無,2200000,24675,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區永義街92巷1弄1~30號,房地(土地+建物),12.0637,1080613,108,670302,67,41,公寓,住家用,鋼筋混凝土造,27.104,無,2700000,30134,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區店中路31~60號,房地(土地+建物),9.22625,1080619,108,710520,71,37,公寓,,鋼筋混凝土造,28.74355,無,3200000,33677,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區店仔後街61~90號,房地(土地+建物),5.381475,1080620,108,1070509,107,1,住宅大樓,見其它登記事項,見其它登記事項,30.32865,有,4150000,41392,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區中光街1~30號,房地(土地+建物),5.11225,1080628,108,860805,86,22,華廈,住家用,鋼筋混凝土造,32.20415,無,3680000,34567,,無車位,0,0,含增建或未登記建物。;
高雄市小港區,高雄市,小港區,小港區康莊路31~60號,房地(土地+建物),3.11575,1080604,108,820503,82,26,住宅大樓,住家用,鋼筋混凝土造,33.38995,有,4050000,36691,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區港壽街1~30號,房地(土地+建物),9.126425,1080526,108,730929,73,35,公寓,,鋼筋混凝土造,35.613325,無,2400000,20386,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區宏光街331~360號,房地(土地+建物),8.7241,1080628,108,860418,86,22,華廈,住家用,鋼筋混凝土造,39.7606,有,3660000,27848,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區松信路1~30號,房地(土地+建物),12.67475,1080614,108,880715,88,20,公寓,住家用,鋼筋混凝土造,42.108,有,3000000,21552,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區松義街121~150號,房地(土地+建物),23.567775,1080620,108,930922,93,15,透天厝,住家用,鋼筋混凝土造,53.04035,無,8820000,50302,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區明聖街219巷1~30號,房地(土地+建物),20.14045,1080319,108,1080130,108,0.5,透天厝,見其它登記事項,見其它登記事項,56.794375,無,10310000,54913,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區明聖街219巷1~30號,房地(土地+建物),20.14045,1080426,108,1080130,108,0.5,透天厝,見其它登記事項,見其它登記事項,56.945625,無,10500000,55777,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區明聖街219巷1~30號,房地(土地+建物),20.14045,1080402,108,1080130,108,0.5,透天厝,見其它登記事項,見其它登記事項,56.945625,無,10650000,56574,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區明聖街213巷1~30號,房地(土地+建物),21.9857,1080319,108,1080130,108,0.5,透天厝,見其它登記事項,見其它登記事項,57.67465,無,10400000,54547,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區孔宅六街331~360號,房地(土地+建物),20.954175,1080503,108,1071119,107,1,透天厝,見其它登記事項,見其它登記事項,59.873825,無,12000000,60627,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區桂陽路209巷21弄1~30號,房地(土地+建物),10.8416,1080621,108,810724,81,27,住宅大樓,住商用,鋼筋混凝土造,62.69615,有,7000000,33774,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區松美路99巷1~30號,房地(土地+建物),34.028225,1080515,108,1080410,108,0.5,透天厝,見其它登記事項,見其它登記事項,64.60795,無,11380000,53282,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區港后里崇敬街1~30號,房地(土地+建物),27.2129,1080610,108,1080605,108,0.5,透天厝,見其它登記事項,見其它登記事項,65.343025,無,15800000,73145,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區孔宅街301~330號,房地(土地+建物),29.04,1080712,108,1071219,107,1,透天厝,見其它登記事項,見其它登記事項,67.0219,無,14300000,64542,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區高坪七十街31~60號,房地(土地+建物),36.569225,1080617,108,1050328,105,3,透天厝,住家用,鋼筋混凝土造,72.3338,無,15000000,62730,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區孔鳳路331~360號,房地(土地+建物),26.62,1080607,108,961112,96,12,透天厝,住商用,鋼筋混凝土造,74.46945,無,15500000,62962,,無車位,0,0,含增建或未登記建物。;附家電傢俱。
高雄市小港區,高雄市,小港區,小港區高鳳路31~60號,房地(土地+建物),41.14,1080530,108,790709,79,29,透天厝,住商用,鋼筋混凝土造,91.09485,無,14800000,49147,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區高坪二十七街650巷1~30號,房地(土地+建物),50.169625,1080609,108,1080214,108,0.5,透天厝,見其它登記事項,見其它登記事項,91.13115,無,16200000,53774,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區康莊路181~210號,房地(土地+建物),29.3425,1071231,107,790215,79,28,透天厝,住商用,鋼筋混凝土造,104.6771,無,15880000,45891,,無車位,0,0,
高雄市小港區,高雄市,小港區,小港區孔宅八路91~120號,房地(土地+建物),42.45285,1080706,108,1080307,108,0.5,透天厝,見其它登記事項,見其它登記事項,105.726775,無,18380000,52588,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區京吉三路91~120號,房地(土地+建物)+車位,8.509325,1080610,108,1030319,103,5,住宅大樓,見其他登記事項,鋼筋混凝土造,59.589475,無,10800000,54825,坡道平面,有車位,33,0,
高雄市仁武區,高雄市,仁武區,仁武區仁勇路481~510號,房地(土地+建物)+車位,9.66185,1080622,108,1061212,106,2,住宅大樓,見其他登記事項,見其他登記事項,60.242875,有,11000000,58662,坡道平面,有車位,35.5,1400000,
高雄市仁武區,高雄市,仁武區,仁武區京吉二路181~210號,房地(土地+建物)+車位,7.9618,1080626,108,1070720,107,1,住宅大樓,見其他登記事項,見其他登記事項,65.288575,有,9980000,45554,坡道平面,有車位,56.02,2700000,
高雄市仁武區,高雄市,仁武區,仁武區大昌街91~120號,房地(土地+建物),4.21685,1080701,108,831027,83,25,套房,住家用,鋼筋混凝土造,11.8096,無,1450000,37141,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區大昌街91~120號,房地(土地+建物),4.22895,1080618,108,831027,83,25,套房,住家用,鋼筋混凝土造,12.048575,有,1470000,36907,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區高楠七街91~120號,房地(土地+建物),13.99365,1080624,108,640303,64,44,透天厝,住家用,加強磚造,21.3807,無,2875000,40676,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區高楠七街91~120號,房地(土地+建物),26.11785,1080611,108,640303,64,44,透天厝,住商用,加強磚造,25.298075,無,4200000,50221,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區名光街151~180號,房地(土地+建物),11.3619,1080618,108,680420,68,40,公寓,住家用,鋼筋混凝土造,26.241875,有,2000000,23055,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區八德南路100巷9弄1~30號,房地(土地+建物),48.92635,1080602,108,690615,69,39,透天厝,住商用,加強磚造,26.257,無,10080000,116129,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區赤吉街31~60號,房地(土地+建物),22.7722,1080606,108,950601,95,13,透天厝,見其他登記事項,鋼筋混凝土造,51.010575,無,6800000,40325,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區五和路16巷61~90號,房地(土地+建物),21.4291,1080608,108,1080603,108,0.5,透天厝,見其他登記事項,見其他登記事項,52.50795,無,10600000,61067,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區京富路422巷1~30號,房地(土地+建物),22.442475,1080625,108,901206,90,18,透天厝,見使用執照,鋼筋混凝土造,53.74215,無,9300000,52347,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區五和路16巷1~30號,房地(土地+建物),23.924725,1080319,108,1080603,108,0.5,透天厝,見其他登記事項,見其他登記事項,54.55285,無,12000000,66541,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區京中四街106巷16弄1~30號,房地(土地+建物),34.530375,1080604,108,940309,94,14,透天厝,見其他登記事項,鋼筋混凝土造,55.293975,無,9400000,51425,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市仁武區,高雄市,仁武區,仁武區赤吉街106巷1~30號,房地(土地+建物),48.808375,1080523,108,931118,93,15,透天厝,住家用,鋼筋混凝土造,56.473725,無,13700000,73384,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區竹門街96巷1~30號,房地(土地+建物),32.497575,1080511,108,1040709,104,4,透天厝,見其他登記事項,鋼筋混凝土造,60.206575,無,10800000,54263,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區五和路16巷61~90號,房地(土地+建物),26.629075,1080429,108,1080603,108,0.5,透天厝,見其他登記事項,見其他登記事項,61.63135,無,11300000,55463,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區永榮三街40巷1~30號,房地(土地+建物),36.557125,1080625,108,930427,93,15,透天厝,見其他登記事項,鋼筋混凝土造,64.45065,無,12800000,60077,,無車位,0,0,含增建或未登記建物。;
高雄市仁武區,高雄市,仁武區,仁武區五和路1~30號,房地(土地+建物),28.425925,1080313,108,1080603,108,0.5,透天厝,見其他登記事項,見其他登記事項,64.5293,無,16000000,75005,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區霞海路361~390號,房地(土地+建物),30.410325,1080603,108,1061030,106,2,透天厝,見其他登記事項,見其他登記事項,66.64075,無,19000000,86246,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區八德一路331~360號,房地(土地+建物),23.84305,1080702,108,1070417,107,1,透天厝,見其他登記事項,見其他登記事項,68.119975,無,16580000,73627,,無車位,0,0,含裝潢
高雄市仁武區,高雄市,仁武區,仁武區竹門街96巷1~30號,房地(土地+建物),39.757575,1080531,108,1040709,104,4,透天厝,見其他登記事項,鋼筋混凝土造,71.9224,無,11700000,49209,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區八德一路211~240號,房地(土地+建物),23.900525,1080614,108,1060620,106,2,透天厝,見其他登記事項,鋼筋混凝土造,72.990225,無,13800000,57193,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區仁雄路301~330號,房地(土地+建物),22.9779,1080624,108,790715,79,29,透天厝,住商用,鋼筋混凝土造,78.01475,無,5200000,20163,,無車位,0,0,親友、員工或其他特殊關係間之交易。;
高雄市仁武區,高雄市,仁武區,仁武區澄合五街1~30號,房地(土地+建物),50.92285,1080620,108,1080328,108,0.5,透天厝,見其他登記事項,見其他登記事項,81.1426,無,17700000,65986,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區永昌二街61~90號,房地(土地+建物),46.8754,1080702,108,1030227,103,5,透天厝,見其他登記事項,鋼筋混凝土造,81.720375,無,18140000,67148,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區赤誠街151~180號,房地(土地+建物),44.6732,1080521,108,1041117,104,4,透天厝,見其他登記事項,鋼筋混凝土造,103.8543,無,26700000,77770,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區赤山里仁雄路61~90號,房地(土地+建物),43.181875,1071204,107,1051226,105,2,透天厝,住家用,鋼筋混凝土造,104.87675,無,29500000,85088,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區赤誠街151~180號,房地(土地+建物),47.295875,1080527,108,1041117,104,4,透天厝,見其他登記事項,鋼筋混凝土造,104.88885,無,27000000,77868,,無車位,0,0,
高雄市仁武區,高雄市,仁武區,仁武區赤誠街151~180號,房地(土地+建物),47.6619,1080621,108,1041117,104,4,透天厝,見其他登記事項,鋼筋混凝土造,126.526675,無,30750000,73517,,無車位,0,0,
高雄市六龜區,高雄市,六龜區,六龜區中庄181~210號,房地(土地+建物),25.534025,1080520,108,851107,85,23,透天厝,住家用,鋼筋混凝土造,48.868875,無,1900000,11761,,無車位,0,0,
高雄市左營區,高雄市,左營區,左營區政德路5巷1~30號,房地(土地+建物)+車位,8.29455,1080512,108,820518,82,26,華廈,住家用,鋼筋混凝土造,34.6544,無,5500000,48010,一樓平面,有車位,0,0,
高雄市左營區,高雄市,左營區,左營區政德路271~300號,房地(土地+建物)+車位,4.15635,1080610,108,850207,85,23,華廈,住家用,鋼筋混凝土造,24.953225,有,4300000,52128,升降機械,有車位,0,0,
高雄市左營區,高雄市,左營區,左營區文直路31~60號,房地(土地+建物)+車位,4.30155,1080610,108,1071015,107,1,住宅大樓,見其它登記事項,見其它登記事項,32.285825,有,7850000,73550,坡道平面,有車位,27.3,0,
高雄市左營區,高雄市,左營區,左營區文直路1~30號,房地(土地+建物)+車位,4.4044,1080601,108,1071015,107,1,住宅大樓,見其它登記事項,見其它登記事項,33.0693,有,8150000,74552,坡道平面,有車位,27.3,0,
高雄市左營區,高雄市,左營區,左營區文直路1~30號,房地(土地+建物)+車位,4.4044,1080606,108,1071015,107,1,住宅大樓,見其它登記事項,見其它登記事項,33.0693,有,8150000,74552,坡道平面,有車位,27.3,0,
高雄市左營區,高雄市,左營區,左營區民族一路1111~1140號,房地(土地+建物)+車位,3.633025,1080609,108,960808,96,12,住宅大樓,住家用,鋼筋混凝土造,38.10895,有,6750000,53580,坡道平面,有車位,0,0,
高雄市左營區,高雄市,左營區,左營區榮佑路61~90號,房地(土地+建物)+車位,3.499925,1080621,108,870826,87,21,住宅大樓,住家用,鋼筋混凝土造,38.38725,有,5410000,42632,坡道平面,有車位,0,0,
高雄市左營區,高雄市,左營區,左營區文學路631~660號,房地(土地+建物)+車位,5.387525,1080618,108,1070906,107,1,住宅大樓,見其它登記事項,見其它登記事項,42.6646,有,9680000,68633,坡道平面,有車位,18.37,0,
高雄市左營區,高雄市,左營區,左營區重和路31~60號,房地(土地+建物)+車位,4.96705,1080623,108,951124,95,13,住宅大樓,住家用,鋼筋混凝土造,42.7977,有,8350000,59019,坡道平面,有車位,18.59,0,
高雄市左營區,高雄市,左營區,左營區至真路301~330號,房地(土地+建物)+車位,6.04395,1080529,108,1071015,107,1,住宅大樓,見其它登記事項,見其它登記事項,45.29635,有,11850000,79137,坡道平面,有車位,27.3,0,
