行政區,縣市,鄉鎮市,建物區段門牌,交易標的,土地坪數,交易年月日,交易年,建築完成年月,完成年,屋齡,型態,主要用途,主要建材,面積坪數,管理,房價,單價元平方公尺,車位類別,車位,車位移轉總面積平方公尺,車位總價元,備註
宜蘭縣三星鄉,宜蘭縣,三星鄉,三星鄉三星路二段99巷31~60號,房地(土地+建物)+車位,34.246025,1080620,108,1030604,103,5,透天厝,住家用,鋼筋混凝土造,69.72625,無,9800000,42516,一樓平面,有車位,0,0,
宜蘭縣三星鄉,宜蘭縣,三星鄉,三星鄉東興路1~30號,房地(土地+建物),49.05945,1080613,108,830204,83,25,透天厝,見其他登記事項,鋼筋混凝土造,58.11025,無,4600000,23946,,無車位,0,0,
宜蘭縣三星鄉,宜蘭縣,三星鄉,三星鄉楓林一路175巷1~30號,房地(土地+建物),41.88415,1080610,108,1070719,107,1,透天厝,住家用,見其他登記事項,59.486625,有,7500000,38139,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉清水路31~60號,房地(土地+建物)+車位,6.760875,1080601,108,1021015,102,6,住宅大樓,見其他登記事項,鋼筋混凝土造,48.203375,有,9520000,59743,坡道平面,有車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉清水路1~30號,房地(土地+建物)+車位,7.60485,1080615,108,1021015,102,6,住宅大樓,見其他登記事項,鋼筋混凝土造,53.212775,有,11300000,64237,坡道平面,有車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉興盛北路182巷31~60號,房地(土地+建物),119.0156,1080409,108,320930,32,76,透天厝,住家用,木造,11.495,無,10710000,281842,,無車位,0,0,含增建或未登記建物。;
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉五濱路一段136巷1~30號,房地(土地+建物),6.422075,1080628,108,880128,88,20,套房,住家用,鋼筋混凝土造,16.87345,有,320000,5737,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉孝威南路1~30號,房地(土地+建物),8.140275,1080621,108,840524,84,24,套房,見其他登記事項,鋼筋混凝土造,30.2137,無,2600000,26031,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉中正西路41巷4弄1~30號,房地(土地+建物),5.082,1080622,108,831227,83,25,套房,住家用,鋼筋混凝土造,30.712825,有,2800000,27578,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉協同街1巷1~30號,房地(土地+建物),27.5275,1080601,108,661229,66,42,透天厝,住家用,見其他登記事項,31.44185,無,6800000,65422,,無車位,0,0,含增建或未登記建物。;
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉中正路三段47巷32弄151~180號,房地(土地+建物),12.254275,1080626,108,1030424,103,5,華廈,住家用,鋼筋混凝土造,39.358275,有,5200000,39966,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉成功路2巷6弄1~30號,房地(土地+建物),23.404425,1080621,108,1040115,104,4,透天厝,住家用,見其他登記事項,49.001975,無,6800000,41978,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉新興路91~120號,房地(土地+建物),26.22675,1080627,108,730111,73,35,透天厝,住家用,鋼筋混凝土造,54.277575,無,4800000,26751,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉中興路三段301~330號,房地(土地+建物),28.607425,1080616,108,1060908,106,2,透天厝,見其他登記事項,鋼筋混凝土造,64.23285,無,14000000,65932,,無車位,0,0,
宜蘭縣五結鄉,宜蘭縣,五結鄉,五結鄉自強路42巷73弄1~30號,房地(土地+建物),31.7625,1080615,108,1011003,101,7,透天厝,見其他登記事項,鋼筋混凝土造,85.410875,無,11680000,41367,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉鹿梅路91~120號,房地(土地+建物)+車位,10.765975,1080613,108,1070725,107,1,公寓,見其他登記事項,鋼筋混凝土造,29.11865,無,5160000,53605,一樓平面,有車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉鹿安路宏泰巷1弄1~30號,房地(土地+建物),38.2844,1080701,108,670814,67,41,透天厝,住家用,鋼筋混凝土加強磚造,30.008,無,5000000,50403,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.424025,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.3968,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.36655,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.278825,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.2516,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.22135,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.194125,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.133625,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷1~30號,房地(土地+建物),36.1064,1080621,108,1080409,108,0.5,透天厝,住家用,見其他登記事項,47.695175,無,9980000,63297,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉永清路309巷31~60號,房地(土地+建物),46.358125,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,見其他登記事項,48.300175,無,9980000,62504,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉香南路179巷26弄31~60號,房地(土地+建物),32.39775,1080522,108,1050126,105,3,透天厝,住家用,鋼筋混凝土造,50.6143,無,8500000,50801,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉冬山路三段181巷190弄31~60號,房地(土地+建物),35.2715,1080622,108,930611,93,15,透天厝,見其他登記事項,鋼筋混凝土造,50.883525,無,8300000,49343,,無車位,0,0,含增建或未登記建物。;
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉柯林二路292巷15弄1~30號,房地(土地+建物),31.360175,1080527,108,970925,97,11,透天厝,住家用,鋼筋混凝土造,56.655225,無,5000000,26697,,無車位,0,0,本案為母子間交易。
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉太和路110巷1~30號,房地(土地+建物),37.01995,1080621,108,830510,83,25,透天厝,見其他登記事項,鋼筋混凝土造,59.323275,無,4350000,22181,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路45巷1~30號,房地(土地+建物),32.5006,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,59.819375,無,11880000,60076,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路45巷1~30號,房地(土地+建物),32.521775,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,60.019025,無,11880000,59876,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路45巷1~30號,房地(土地+建物),32.515725,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,60.019025,無,11880000,59876,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路45巷1~30號,房地(土地+建物),34.4729,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,62.2182,無,11880000,57760,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路31~60號,房地(土地+建物),37.730825,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,69.6355,無,13880000,60295,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路31~60號,房地(土地+建物),39.122325,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,70.0469,無,13880000,59941,,無車位,0,0,
宜蘭縣冬山鄉,宜蘭縣,冬山鄉,冬山鄉育英路31~60號,房地(土地+建物),38.99225,1080621,108,1080409,108,0.5,透天厝,見其他登記事項,鋼骨鋼筋混凝土造,70.4341,無,13880000,59612,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉壯濱路六段201巷1~30號,房地(土地+建物),16.350125,1080616,108,670414,67,41,透天厝,住家用,加強磚造,25.18615,無,3000000,36032,,無車位,0,0,含增建或未登記建物。;
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31~60號,房地(土地+建物),33.096525,1080606,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,43.23935,無,7380000,51630,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31巷2弄1~30號,房地(土地+建物),28.193,1080511,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,43.78385,無,6950000,48017,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31巷2弄1~30號,房地(土地+建物),28.193,1080127,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,43.798975,無,6980000,48208,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31巷2弄1~30號,房地(土地+建物),28.798,1080113,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,43.798975,無,6980000,48208,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉壯濱路六段235巷1~30號,房地(土地+建物),13.319075,1080619,108,820929,82,26,華廈,住家用,鋼筋混凝土造,45.55045,無,2700000,17931,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31~60號,房地(土地+建物),28.710275,1080417,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,47.707275,無,7600000,48190,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新福一路31~60號,房地(土地+建物),28.407775,1080617,108,1080313,108,0.5,透天厝,住家用,鋼筋混凝土造,47.707275,無,7700000,48824,,無車位,0,0,
宜蘭縣壯圍鄉,宜蘭縣,壯圍鄉,壯圍鄉新社路1~30號,房地(土地+建物),24.442,1080527,108,1071005,107,1,透天厝,見其他登記事項,鋼筋混凝土造,53.2037,無,7250000,41221,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市縣政一街1~30號,房地(土地+建物)+車位,14.50185,1080630,108,1000413,100,8,華廈,見其他登記事項,鋼筋混凝土造,54.8009,有,6200000,34224,坡道平面,有車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市林森路311巷1~30號,房地(土地+建物),2.731575,1080522,108,840501,84,24,華廈,住家用,鋼筋混凝土造,13.403775,有,2200000,49650,,無車位,0,0,含增建或未登記建物。;包含公共設施保留地之交易。;
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市慈安路38巷2弄1~30號,房地(土地+建物),17.26065,1080615,108,680831,68,40,透天厝,住家用,鋼筋混凝土加強磚造,23.9701,無,3100000,39122,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市慶和街121~150號,房地(土地+建物),18.71265,1080710,108,630328,63,45,透天厝,住家用,鋼筋混凝土加強磚造,26.6805,無,5900000,66893,,無車位,0,0,含增建三樓、親戚買賣
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市林森路336巷1~30號,房地(土地+建物),4.89445,1080612,108,840918,84,24,華廈,住家用,鋼筋混凝土造,27.03745,有,3700000,41396,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市民權新路47巷8弄121~150號,房地(土地+建物),11.794475,1080614,108,720511,72,36,公寓,住家用,鋼筋混凝土造,28.510625,無,3000000,31830,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市慈航路61~90號,房地(土地+建物),9.66185,1080705,108,830604,83,25,公寓,見其他登記事項,鋼筋混凝土造,28.879675,無,5300000,55515,,無車位,0,0,含增建或未登記建物。;
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市中山路二段202巷1~30號,房地(土地+建物),9.434975,1080706,108,690829,69,39,公寓,住家用,鋼筋混凝土加強磚造,29.19125,無,3800000,39378,,無車位,0,0,含增建或未登記建物。;
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市大坡路一段116巷5弄1~30號,房地(土地+建物),7.559475,1080618,108,840415,84,24,華廈,住家用,鋼筋混凝土造,29.7055,有,3750000,38187,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市自強路151~180號,房地(土地+建物),4.552625,1080701,108,861212,86,22,華廈,住家用,鋼筋混凝土造,29.841625,有,4900000,49671,,無車位,0,0,附機車位B1 35號
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市東港路二段160巷91~120號,房地(土地+建物),24.079,1080514,108,670109,67,41,透天厝,住家用,鋼筋混凝土加強磚造,31.1817,無,6000000,58207,,無車位,0,0,增建範圍：一樓空地。
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市金六結路481~510號,房地(土地+建物),6.14075,1080616,108,830303,83,25,華廈,住家用,鋼筋混凝土造,32.322125,有,3900000,36500,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市文化路121~150號,房地(土地+建物),6.5824,1080610,108,870611,87,21,華廈,住家用,鋼筋混凝土造,33.11165,無,6850000,62580,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市校舍一路83巷1~30號,房地(土地+建物),5.7112,1080625,108,830419,83,25,華廈,住家用,鋼筋混凝土造,33.98285,有,4700000,41837,,無車位,0,0,機車位一位。
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市力新路151~180號,房地(土地+建物),24.9744,1080619,108,650301,65,43,透天厝,住商用,鋼筋混凝土加強磚造,35.79785,無,8800000,74362,,無車位,0,0,增建範圍：一樓空地、頂樓。
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市林森路181~210號,房地(土地+建物),10.300125,1080622,108,830914,83,25,華廈,住家用,鋼筋混凝土造,36.70535,有,4300000,35438,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市民權新路47巷3弄1~30號,房地(土地+建物),22.490875,1080529,108,720511,72,36,公寓,住家用,鋼筋混凝土造,37.35875,無,4500000,36437,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市黎明三路448巷18弄1~30號,房地(土地+建物),8.950975,1080511,108,820729,82,26,公寓,住家用,鋼筋混凝土造,41.2247,無,5100000,37423,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市宜中路79巷1~30號,房地(土地+建物),11.1925,1080623,108,830609,83,25,住宅大樓,住家用,鋼筋混凝土造,54.17775,有,8800000,49135,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市農權路三段163巷81弄1~30號,房地(土地+建物),28.540875,1080708,108,990913,99,9,透天厝,住家用,鋼骨鋼筋混凝土造,57.77145,無,12800000,67023,,無車位,0,0,增建: 一樓空地頂樓，陽台有外推
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市延平路56巷62弄1~30號,房地(土地+建物),33.24475,1080701,108,1000323,100,8,透天厝,住家用,鋼筋混凝土造,63.16805,無,12000000,57466,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市泰山路241~270號,房地(土地+建物),31.7625,1080523,108,790326,79,29,店面,住家用,鋼筋混凝土造,84.878475,無,14750000,52568,,無車位,0,0,
宜蘭縣宜蘭市,宜蘭縣,宜蘭市,宜蘭市泰山路241~270號,房地(土地+建物),31.7625,1080523,108,790326,79,29,店面,住家用,鋼筋混凝土造,84.878475,無,14750000,52568,,無車位,0,0,
宜蘭縣員山鄉,宜蘭縣,員山鄉,員山鄉冷水路61~90號,房地(土地+建物),24.0185,1080528,108,610115,61,47,透天厝,住家用,見其他登記事項,17.318125,無,550000,9607,,無車位,0,0,
宜蘭縣員山鄉,宜蘭縣,員山鄉,員山鄉溪洲路181~210號,房地(土地+建物),53.24,1080621,108,760915,76,32,透天厝,住家用,鋼筋混凝土加強磚造,45.88925,無,4500000,29664,,無車位,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
宜蘭縣員山鄉,宜蘭縣,員山鄉,員山鄉七賢路241~270號,房地(土地+建物),32.055925,1080526,108,950928,95,13,透天厝,住家用,鋼筋混凝土造,50.24525,無,7300000,43949,,無車位,0,0,
宜蘭縣頭城鎮,宜蘭縣,頭城鎮,頭城鎮過港路61~90號,房地(土地+建物),7.22975,1080626,108,1080213,108,0.5,套房,見其他登記事項,鋼筋混凝土造,24.54485,有,6600000,81341,,無車位,0,0,
宜蘭縣頭城鎮,宜蘭縣,頭城鎮,頭城鎮公園路17巷1~30號,房地(土地+建物),29.645,1080613,108,810811,81,27,透天厝,住家用,鋼筋混凝土造,63.128725,無,6720000,32201,,無車位,0,0,
宜蘭縣頭城鎮,宜蘭縣,頭城鎮,頭城鎮頂埔路二段91~120號,房地(土地+建物),36.635775,1080624,108,850131,85,23,透天厝,住家用,鋼筋混凝土造,79.282225,無,6800000,25945,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉公園路31~60號,房地(土地+建物),2.368575,1080629,108,720226,72,36,套房,商業用,鋼筋混凝土造,11.945725,有,2300000,58243,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉和平路31~60號,房地(土地+建物),1.981375,1080704,108,860121,86,22,套房,住家用,鋼筋混凝土造,11.98505,有,2700000,68147,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉奇峰街1~30號,房地(土地+建物),5.538775,1080630,108,690612,69,39,公寓,住家用,鋼筋混凝土加強磚造,16.698,無,2980000,53986,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉大忠路121~150號,房地(土地+建物),2.979625,1080612,108,821111,82,26,套房,住家用,鋼筋混凝土造,17.8959,有,2000000,33807,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉和平路40巷1~30號,房地(土地+建物),5.629525,1080616,108,710123,71,37,公寓,住家用,鋼筋混凝土加強磚造,18.14395,無,3400000,56686,,無車位,0,0,壹樓空地有增建。
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉德陽路62巷1~30號,房地(土地+建物),4.39835,1080625,108,981008,98,10,套房,見其他登記事項,鋼筋混凝土造,20.240275,有,5060000,75624,,無車位,0,0,本案增建部分:夾層
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉信義路34巷1~30號,房地(土地+建物),2.31715,1080703,108,971231,97,11,套房,見其他登記事項,鋼筋混凝土造,20.706125,有,5500000,80351,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉健康路31~60號,房地(土地+建物),3.9809,1080701,108,981203,98,10,套房,見其他登記事項,鋼筋混凝土造,21.62875,有,7100000,99301,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉仁愛路156巷1~30號,房地(土地+建物),3.263975,1080622,108,861226,86,22,套房,住家用,鋼筋混凝土造,22.17325,有,4100000,55935,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉溫泉路31~60號,房地(土地+建物),2.005575,1080628,108,861125,86,22,套房,住家用,鋼筋混凝土造,24.46015,有,5100000,63072,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉仁愛路181~210號,房地(土地+建物),4.334825,1080605,108,1031120,103,5,套房,見其他登記事項,鋼筋混凝土造,24.801975,無,8000000,97573,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉德陽路231巷14弄31~60號,房地(土地+建物),4.6222,1080704,108,1030825,103,5,套房,見其他登記事項,鋼筋混凝土造,26.00895,有,6150000,71528,,無車位,0,0,夾層有增建。
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉忠孝路27巷8弄1~30號,房地(土地+建物),5.08805,1080630,108,820519,82,26,華廈,住家用,鋼筋混凝土造,26.889225,有,4000000,44999,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉礁溪路六段133巷1~30號,房地(土地+建物),10.893025,1080614,108,820821,82,26,公寓,住家用,鋼筋混凝土造,31.0244,無,3000000,29251,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉白雲三路30巷3弄1~30號,房地(土地+建物),26.871075,1080618,108,821108,82,26,透天厝,住家用,鋼筋混凝土造,36.853575,無,5500000,45145,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉踏踏五路170巷25弄1~30號,房地(土地+建物),30.3226,1080616,108,950503,95,13,透天厝,見其他登記事項,鋼筋混凝土造,46.9117,無,6560000,42301,,無車位,0,0,頂樓有增建。
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉大坡路38巷1~30號,房地(土地+建物),29.666175,1080628,108,1040213,104,4,透天厝,見其他登記事項,鋼筋混凝土造,59.879875,無,9000000,45466,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉柴圍路61~90號,房地(土地+建物),37.04415,1080624,108,1061114,106,2,透天厝,見其他登記事項,鋼筋混凝土造,77.733425,無,12000000,46698,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉柴圍路61~90號,房地(土地+建物),36.6146,1080429,108,1061114,106,2,透天厝,見其他登記事項,鋼筋混凝土造,80.31375,無,12000000,45198,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉玉光村瑪僯路61~90號,房地(土地+建物),27.500275,1080430,108,1070806,107,1,透天厝,見其他登記事項,鋼筋混凝土造,80.897575,無,16300000,60951,,無車位,0,0,
宜蘭縣礁溪鄉,宜蘭縣,礁溪鄉,礁溪鄉武暖路31~60號,房地(土地+建物),56.8942,1080430,108,1070704,107,1,透天厝,見其他登記事項,鋼筋混凝土造,97.625825,無,16500000,51126,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮天祥路181~210號,房地(土地+建物)+車位,7.865,1080705,108,900614,90,18,華廈,住家用,鋼筋混凝土造,33.8316,有,7220000,64557,一樓平面,有車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮公正路571~600號,房地(土地+建物)+車位,5.6386,1080611,108,850827,85,23,住宅大樓,住家用,鋼筋混凝土造,70.28285,有,8100000,34863,坡道平面,有車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮純精路三段151~180號,房地(土地+建物)+車位,4.238025,1080625,108,851109,85,23,住宅大樓,住家用,鋼筋混凝土造,43.84435,有,6500000,44849,坡道機械,有車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮光華街31~60號,房地(土地+建物),2.616625,1080626,108,830603,83,25,套房,住家用,鋼筋混凝土造,13.63065,有,2350000,52153,,無車位,0,0,後陽台外推
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮倉前路61~90號,房地(土地+建物),1.412675,1080615,108,860825,86,22,套房,住家用,鋼筋混凝土造,17.166875,有,2600000,45815,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮純精路三段151~180號,房地(土地+建物),2.48655,1080610,108,851109,85,23,住宅大樓,住家用,鋼筋混凝土造,20.173725,有,5000000,74974,,無車位,0,0,夾層有增建。
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮博愛路94巷1~30號,房地(土地+建物),10.89,1080614,108,641021,64,44,公寓,住家用,鋼筋混凝土加強磚造,21.510775,無,3500000,49220,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮民治街1~30號,房地(土地+建物),20.2675,1080605,108,620629,62,46,透天厝,住家用,鋼筋混凝土加強磚造,22.9416,無,5200000,68565,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮純精路三段151~180號,房地(土地+建物),7.2116,1080702,108,1080122,108,0.5,華廈,見其他登記事項,見其他登記事項,26.042225,有,7050000,81891,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮純精路三段151~180號,房地(土地+建物),7.329575,1080702,108,1080122,108,0.5,華廈,見其他登記事項,見其他登記事項,26.495975,有,7700000,87910,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮純精路三段151~180號,房地(土地+建物),7.3931,1080702,108,1080122,108,0.5,華廈,見其他登記事項,見其他登記事項,26.73495,有,7400000,83729,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮博愛路31~60號,房地(土地+建物),13.857525,1080530,108,660816,66,42,公寓,住家用,鋼筋混凝土加強磚造,30.609975,無,2580000,25497,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮維揚路26巷1~30號,房地(土地+建物),8.05255,1080701,108,970519,97,11,華廈,住家用,鋼筋混凝土造,31.12725,有,6680000,64917,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮站前路31~60號,房地(土地+建物),5.538775,1080617,108,830719,83,25,住宅大樓,住家用,鋼筋混凝土造,31.88955,有,5000000,47429,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮南門路91~120號,房地(土地+建物),5.683975,1080509,108,840911,84,24,華廈,住家用,鋼筋混凝土造,34.56365,無,5850000,51199,,無車位,0,0,
宜蘭縣羅東鎮,宜蘭縣,羅東鎮,羅東鎮西安街368巷31~60號,房地(土地+建物),22.72985,1080512,108,741109,74,34,透天厝,住家用,鋼筋混凝土加強磚造,44.0561,無,5500000,37764,,無車位,0,0,另有增建，約15坪。
